class,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Hand Coordinates,0.8412887454032898,1.0654958486557007,1.0654958486557007,6.006769837085812e-08,0.7705181837081909,1.0582101345062256,1.0582101345062256,-0.06763064116239548,0.7143940925598145,0.9462469220161438,0.9462469220161438,-0.11046592146158218,0.685666561126709,0.8297507762908936,0.8297507762908936,-0.14772909879684448,0.6560181379318237,0.704250156879425,0.704250156879425,-0.18430016934871674,0.7568163871765137,0.7489394545555115,0.7489394545555115,-0.08898971229791641,0.7441313862800598,0.5828061103820801,0.5828061103820801,-0.15341421961784363,0.7396045327186584,0.5463728308677673,0.5463728308677673,-0.205496147274971,0.7439311146736145,0.5813953280448914,0.5813953280448914,-0.2381746917963028,0.8205323815345764,0.7386580109596252,0.7386580109596252,-0.0878666415810585,0.810714602470398,0.5750395059585571,0.5750395059585571,-0.1617598980665207,0.8161175847053528,0.5749893188476562,0.5749893188476562,-0.22386790812015533,0.8191019296646118,0.6317802667617798,0.6317802667617798,-0.26249074935913086,0.880237340927124,0.7650549411773682,0.7650549411773682,-0.0917431116104126,0.8805029988288879,0.6081774234771729,0.6081774234771729,-0.16097979247570038,0.8851518630981445,0.6065833568572998,0.6065833568572998,-0.20998182892799377,0.8804423809051514,0.6744691133499146,0.6744691133499146,-0.2374776154756546,0.9357829093933105,0.8214768171310425,0.8214768171310425,-0.09868813306093216,0.9507015943527222,0.7118174433708191,0.7118174433708191,-0.16228727996349335,0.9568154811859131,0.6790682077407837,0.6790682077407837,-0.19997988641262054,0.9509834051132202,0.7023817896842957,0.7023817896842957,-0.22231513261795044
