class,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Hand Coordinates,0.11608722060918808,0.7740241885185242,0.7740241885185242,2.4456016944895964e-07,0.1577606499195099,0.7510732412338257,0.7510732412338257,-0.0032580059487372637,0.19662241637706757,0.710679292678833,0.710679292678833,-0.01097604725509882,0.22663694620132446,0.6787874102592468,0.6787874102592468,-0.01701410859823227,0.25111234188079834,0.666195809841156,0.666195809841156,-0.025072814896702766,0.18246354162693024,0.6853092908859253,0.6853092908859253,-0.03590928763151169,0.20993836224079132,0.6117178797721863,0.6117178797721863,-0.0477360263466835,0.2207096368074417,0.5606890916824341,0.5606890916824341,-0.05166400223970413,0.2269195318222046,0.5212948322296143,0.5212948322296143,-0.05366989225149155,0.1563209444284439,0.6713669300079346,0.6713669300079346,-0.04033694788813591,0.17927668988704681,0.584595263004303,0.584595263004303,-0.051988597959280014,0.18664851784706116,0.5258272886276245,0.5258272886276245,-0.0550675131380558,0.19027554988861084,0.4841229319572449,0.4841229319572449,-0.057550616562366486,0.12820956110954285,0.6581363081932068,0.6581363081932068,-0.042967259883880615,0.14648927748203278,0.5741090774536133,0.5741090774536133,-0.05243716388940811,0.15807312726974487,0.5195396542549133,0.5195396542549133,-0.055849745869636536,0.16731518507003784,0.4820912778377533,0.4820912778377533,-0.058659475296735764,0.09963711351156235,0.6470959782600403,0.6470959782600403,-0.044808488339185715,0.10621057450771332,0.5699139833450317,0.5699139833450317,-0.05354125425219536,0.11417549848556519,0.5318279266357422,0.5318279266357422,-0.055780939757823944,0.12356166541576385,0.5070645809173584,0.5070645809173584,-0.056973885744810104
