id,x,y,z
0,0.6181862950325012,0.8225713968276978,-2.61827011627247e-07
id,x,y,z
1,0.6467759609222412,0.8258355855941772,-0.03363535925745964
id,x,y,z
2,0.6683576703071594,0.8106008768081665,-0.057394787669181824
id,x,y,z
3,0.6797044277191162,0.8030878901481628,-0.0770794078707695
id,x,y,z
4,0.6907103657722473,0.80208420753479,-0.09625168889760971
id,x,y,z
5,0.6536036133766174,0.7552232146263123,-0.06265424937009811
id,x,y,z
6,0.6630016565322876,0.804544985294342,-0.10112590342760086
id,x,y,z
7,0.6635962724685669,0.8602509498596191,-0.12294133752584457
id,x,y,z
8,0.6641056537628174,0.8946762084960938,-0.1327684372663498
id,x,y,z
9,0.6197924613952637,0.7522567510604858,-0.0576590932905674
id,x,y,z
10,0.6269408464431763,0.8354811668395996,-0.09212078899145126
id,x,y,z
11,0.6310550570487976,0.8948366641998291,-0.09858333319425583
id,x,y,z
12,0.632480800151825,0.9272739887237549,-0.09924662113189697
id,x,y,z
13,0.5916995406150818,0.7602896690368652,-0.05516720563173294
id,x,y,z
14,0.5942419767379761,0.8468965291976929,-0.08582736551761627
id,x,y,z
15,0.5992240905761719,0.9089844822883606,-0.08084557950496674
id,x,y,z
16,0.6029027104377747,0.9431854486465454,-0.0717759057879448
id,x,y,z
17,0.5693007111549377,0.7732270359992981,-0.05556437000632286
id,x,y,z
18,0.5675844550132751,0.8349652290344238,-0.07419177144765854
id,x,y,z
19,0.5696870684623718,0.8834744095802307,-0.06940028816461563
id,x,y,z
20,0.5728863477706909,0.912379801273346,-0.06185015290975571
id,x,y,z
0,0.6043975353240967,0.7243379354476929,-2.863404233721667e-07
id,x,y,z
1,0.6389066576957703,0.7233878970146179,-0.02834402769804001
id,x,y,z
2,0.6661700010299683,0.7189462780952454,-0.04923158138990402
id,x,y,z
3,0.6789414882659912,0.7153849601745605,-0.0662110298871994
id,x,y,z
4,0.6944902539253235,0.7422202825546265,-0.08292269706726074
id,x,y,z
5,0.6377868056297302,0.6995558738708496,-0.054618459194898605
id,x,y,z
6,0.6471592783927917,0.7464576363563538,-0.08039959520101547
id,x,y,z
7,0.6545862555503845,0.7919933199882507,-0.09494351595640182
id,x,y,z
8,0.6621677279472351,0.820305347442627,-0.10245078802108765
id,x,y,z
9,0.6018843054771423,0.7100309133529663,-0.04959746450185776
id,x,y,z
10,0.6172259449958801,0.7910510301589966,-0.06996355950832367
id,x,y,z
11,0.6283444166183472,0.8407219648361206,-0.07184137403964996
id,x,y,z
12,0.635866105556488,0.867706298828125,-0.07310833036899567
id,x,y,z
13,0.5733345150947571,0.726634681224823,-0.04563621059060097
id,x,y,z
14,0.5883881449699402,0.8120619654655457,-0.06262069940567017
id,x,y,z
15,0.5987322330474854,0.853373646736145,-0.05779806524515152
id,x,y,z
16,0.6064488887786865,0.8753466606140137,-0.05345991253852844
id,x,y,z
17,0.552263081073761,0.745061993598938,-0.044458068907260895
id,x,y,z
18,0.5612881779670715,0.810161828994751,-0.05288592725992203
id,x,y,z
19,0.5716561079025269,0.8441311717033386,-0.047689665108919144
id,x,y,z
20,0.5804693102836609,0.8618901968002319,-0.04331427067518234
id,x,y,z
0,0.6271671056747437,0.7976837754249573,2.6862207391786797e-07
id,x,y,z
1,0.6522122621536255,0.7604470252990723,-0.012206155806779861
id,x,y,z
2,0.6778742074966431,0.7295605540275574,-0.031194062903523445
id,x,y,z
3,0.6909430027008057,0.7251502275466919,-0.04538324475288391
id,x,y,z
4,0.6972963213920593,0.7510880827903748,-0.06111007556319237
id,x,y,z
5,0.6747151017189026,0.8370410203933716,-0.08040609955787659
id,x,y,z
6,0.6467500329017639,0.7358585596084595,-0.10059581696987152
id,x,y,z
7,0.6444576978683472,0.715472400188446,-0.10196543484926224
id,x,y,z
8,0.646081805229187,0.7385675311088562,-0.09850715100765228
id,x,y,z
9,0.6382210850715637,0.8674203753471375,-0.08044639974832535
id,x,y,z
10,0.6034917831420898,0.737679660320282,-0.0992840975522995
id,x,y,z
11,0.6087150573730469,0.721032977104187,-0.09165237843990326
id,x,y,z
12,0.6161531209945679,0.7491093873977661,-0.08565247803926468
id,x,y,z
13,0.6030729413032532,0.8753197193145752,-0.07681086659431458
id,x,y,z
14,0.5715989470481873,0.7537180185317993,-0.08992896229028702
id,x,y,z
15,0.5800691843032837,0.7313593626022339,-0.0763985887169838
id,x,y,z
16,0.5923091769218445,0.7523775100708008,-0.06580673903226852
id,x,y,z
17,0.5725377798080444,0.8712705373764038,-0.07317294925451279
id,x,y,z
18,0.5553594827651978,0.7814957499504089,-0.0818139910697937
id,x,y,z
19,0.5659189224243164,0.7583920955657959,-0.07284915447235107
id,x,y,z
20,0.5786228179931641,0.7723103761672974,-0.0658264085650444
id,x,y,z
0,0.6127824187278748,0.7050310969352722,-3.0965787800596445e-07
id,x,y,z
1,0.6433560848236084,0.6850805282592773,-0.04008743539452553
id,x,y,z
2,0.6852441430091858,0.6736351251602173,-0.07283778488636017
id,x,y,z
3,0.7063170075416565,0.6600632667541504,-0.0992029681801796
id,x,y,z
4,0.7027050852775574,0.6772278547286987,-0.12265866994857788
id,x,y,z
5,0.6811791658401489,0.7563072443008423,-0.08880352973937988
id,x,y,z
6,0.6916435956954956,0.7660007476806641,-0.13142485916614532
id,x,y,z
7,0.6648176908493042,0.7004722356796265,-0.1489873081445694
id,x,y,z
8,0.6470719575881958,0.6412796974182129,-0.15550141036510468
id,x,y,z
9,0.6401615142822266,0.782017707824707,-0.08589820563793182
id,x,y,z
10,0.6401313543319702,0.7890536785125732,-0.13225236535072327
id,x,y,z
11,0.6184459328651428,0.7001965045928955,-0.1404525488615036
id,x,y,z
12,0.6112961173057556,0.6330565214157104,-0.1399674117565155
id,x,y,z
13,0.6035468578338623,0.790076494216919,-0.08453895896673203
id,x,y,z
14,0.5997949838638306,0.7923489809036255,-0.1276964694261551
id,x,y,z
15,0.585349977016449,0.709425151348114,-0.12359596788883209
id,x,y,z
16,0.5840362310409546,0.6465343236923218,-0.11379185318946838
id,x,y,z
17,0.5734043121337891,0.7858763933181763,-0.08526963740587234
id,x,y,z
18,0.5633288621902466,0.7689629197120667,-0.12069536745548248
id,x,y,z
19,0.5561844706535339,0.7137219309806824,-0.12147267907857895
id,x,y,z
20,0.5579638481140137,0.6720234751701355,-0.11623124033212662
id,x,y,z
0,0.5999195575714111,0.6903784275054932,-4.233252184349112e-07
id,x,y,z
1,0.6388302445411682,0.6520267128944397,-0.03909947723150253
id,x,y,z
2,0.6874382495880127,0.6555546522140503,-0.06692112237215042
id,x,y,z
3,0.7143686413764954,0.6535444259643555,-0.08967531472444534
id,x,y,z
4,0.7037485241889954,0.6676748991012573,-0.1098945215344429
id,x,y,z
5,0.6826578378677368,0.7699176669120789,-0.07354596257209778
id,x,y,z
6,0.6830105781555176,0.7446778416633606,-0.11499400436878204
id,x,y,z
7,0.6665898561477661,0.6816577911376953,-0.13859690725803375
id,x,y,z
8,0.6533048152923584,0.6209587454795837,-0.15195922553539276
id,x,y,z
9,0.6409986615180969,0.8026577830314636,-0.07278311997652054
id,x,y,z
10,0.6318392753601074,0.7569923400878906,-0.12167128175497055
id,x,y,z
11,0.6197458505630493,0.683594286441803,-0.141795352101326
id,x,y,z
12,0.6141255497932434,0.6210349202156067,-0.15125827491283417
id,x,y,z
13,0.6015088558197021,0.8031767010688782,-0.07417098432779312
id,x,y,z
14,0.59364914894104,0.757136881351471,-0.11734772473573685
id,x,y,z
15,0.5863312482833862,0.6870432496070862,-0.12076257914304733
id,x,y,z
16,0.5872045755386353,0.6286548972129822,-0.11772795021533966
id,x,y,z
17,0.5692333579063416,0.7886171340942383,-0.07811223715543747
id,x,y,z
18,0.5583456158638,0.7472452521324158,-0.11269254982471466
id,x,y,z
19,0.5554404258728027,0.6938412189483643,-0.11765222996473312
id,x,y,z
20,0.5611799955368042,0.6476410031318665,-0.1167026087641716
id,x,y,z
0,0.6290904879570007,0.717113196849823,1.7642177851939778e-07
id,x,y,z
1,0.6574206948280334,0.7020732760429382,-0.012595578096807003
