id,x,y,z
0,0.6757400035858154,0.8947814702987671,7.089418119221591e-08
id,x,y,z
1,0.6475487351417542,0.8822180032730103,-0.01806318201124668
id,x,y,z
2,0.6273943185806274,0.8392597436904907,-0.030805835500359535
id,x,y,z
3,0.6168100237846375,0.8032320737838745,-0.042335234582424164
id,x,y,z
4,0.6087130308151245,0.7734654545783997,-0.0542651042342186
id,x,y,z
5,0.6480007171630859,0.7572985887527466,-0.023189250379800797
id,x,y,z
6,0.6364603042602539,0.7100630402565002,-0.04378746077418327
id,x,y,z
7,0.6259141564369202,0.7010120153427124,-0.06025443226099014
id,x,y,z
8,0.617638111114502,0.7012853026390076,-0.07020445913076401
id,x,y,z
9,0.6666045784950256,0.7464882135391235,-0.025273816660046577
id,x,y,z
10,0.6587346792221069,0.6770194172859192,-0.04258798435330391
id,x,y,z
11,0.647153377532959,0.6325059533119202,-0.05702000856399536
id,x,y,z
12,0.635308563709259,0.5984545946121216,-0.06722372025251389
id,x,y,z
13,0.6849612593650818,0.7530522346496582,-0.029936276376247406
id,x,y,z
14,0.6847689747810364,0.6907079815864563,-0.04674047976732254
id,x,y,z
15,0.6773855686187744,0.6542936563491821,-0.05861234664916992
id,x,y,z
16,0.668204128742218,0.6250447034835815,-0.06614311784505844
id,x,y,z
17,0.7025186419487,0.7731532454490662,-0.03591696918010712
id,x,y,z
18,0.7077401876449585,0.7217755317687988,-0.049853939563035965
id,x,y,z
19,0.7066794037818909,0.688829779624939,-0.056940823793411255
id,x,y,z
20,0.7022004723548889,0.6608349084854126,-0.06155083328485489
id,x,y,z
0,0.6473110318183899,0.7671445608139038,-5.813041159541399e-09
id,x,y,z
1,0.6169495582580566,0.7391878366470337,-0.010507616214454174
id,x,y,z
2,0.5934991240501404,0.6919879913330078,-0.01956976018846035
id,x,y,z
3,0.5733994841575623,0.6515766382217407,-0.02925201505422592
id,x,y,z
4,0.5611072778701782,0.6144095659255981,-0.038369618356227875
id,x,y,z
5,0.618464469909668,0.6177205443382263,-0.007253352552652359
id,x,y,z
6,0.6014498472213745,0.5575582981109619,-0.026078524067997932
id,x,y,z
7,0.584174394607544,0.5558476448059082,-0.04127537086606026
id,x,y,z
8,0.5728449821472168,0.5699760317802429,-0.04902041703462601
id,x,y,z
9,0.6359249949455261,0.6082485318183899,-0.010491468943655491
id,x,y,z
10,0.6267161965370178,0.5317622423171997,-0.023653099313378334
id,x,y,z
11,0.6128159761428833,0.4871555268764496,-0.033899690955877304
id,x,y,z
12,0.5987910628318787,0.4516591429710388,-0.040335193276405334
id,x,y,z
13,0.6534262299537659,0.6126804947853088,-0.016518767923116684
id,x,y,z
